siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
790924682,00020,79092468200020,O,2016-04-18,11,2023,,2025-12-06T00:54:00.867,true,A,O,,2013-01-15,5499,NAVITEAM,PYP ATLANTIC,,,,,,,,,,33.15Z,NAFRev2,,N,,11,2023,00020,2025-12-06T06:26:08.492,PME,2023,,179,,,QUAI,DE BRAZZA,33100,BORDEAUX,,33063,,,330631230_B,420055.8757765877,6424004.359615202,A,,,,,33.15Z,NAFRev2,O,33.15Y
792406324,00014,79240632400014,O,2013-04-09,01,2023,,2025-12-06T01:13:12.536,true,A,O,,2013-04-09,5710,GRAVAUD,,,,,,,,,,,33.15Z,NAFRev2,,,,01,2023,00014,2025-12-06T10:12:20.798,PME,2023,,9,,,RUE,HELENE BOUCHER,33510,ANDERNOS-LES-BAINS,,33005,,,330050382_B,375755.229672708,6414828.526475361,A,MOTOR BOAT SERVICE,,,,33.15Z,NAFRev2,O,33.15Y
794050054,00012,79405005400012,O,2013-06-30,NN,,,2025-12-05T23:33:30.019,true,A,O,,2013-06-30,5499,LES CROISIERES DU BASSIN,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00012,2025-12-06T09:57:27.552,PME,2023,BP 67,14,,,PORT,DE MEYRAN,33470,GUJAN-MESTRAS,,33199,,,33199B225_B,375139.947957807,6402137.852301102,A,,,,,33.15Z,NAFRev2,N,33.15Y
794101758,00017,79410175800017,O,2013-05-28,NN,,,2025-12-06T01:45:22.667,true,A,O,,2013-05-28,1000,,,M,DEMONCEAUX,,BRUNO,,,,BRUNO,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T09:26:58.967,PME,2023,C 57 RESIDENCE PENTHIEVRE,,,,ALLEE,RAPHAEL,33470,GUJAN-MESTRAS,,33199,,,331990785_B,377274.6658887084,6400309.322242704,A,,,,,33.15Z,NAFRev2,N,33.15Y
794592196,00016,79459219600016,O,2013-07-12,NN,,4221ZB,2025-12-05T21:46:54.54,true,A,O,,2013-07-12,1000,,,M,MORILLAS,,JOSE MANUEL,,,,JOSE MANUEL,MANU,33.15Z,NAFRev2,,,,NN,,00016,2025-12-06T10:03:55.771,PME,2023,,133,,,AVENUE,DE CAMPS,33470,LE TEICH,,33527,,,335270044_B,379344.24722727423,6399337.673961553,A,,,,MORILLAS,33.15Z,NAFRev2,N,33.15Y
797632932,00027,79763293200027,O,2019-04-01,NN,,3315ZZ,2025-12-05T23:34:04.917,true,A,O,,2013-07-15,1000,,,M,CHOQUET,,CYRIL,,,,CYRIL,,33.15Z,NAFRev2,,,,NN,,00027,2025-12-06T11:23:47.734,PME,2023,,105,T,,RUE,DU JARD,33700,MERIGNAC,,33281,,,332811430_C,,,A,,,,BARBOTS NAUTIC,33.15Z,NAFRev2,N,33.15Y
798292207,00015,79829220700015,O,2013-10-07,01,2023,,2025-12-05T19:54:51.435,true,A,O,,2013-10-07,5499,CHANTIER NAVAL HENARD,,,,,,,,,,,30.12Z,NAFRev2,,N,,01,2023,00015,2025-12-06T06:01:48.033,PME,2023,,496,,,PORT,DE LARROS,33470,GUJAN-MESTRAS,,33199,,,33199B222_B,377189.28316395706,6402028.169401701,A,,,,,30.12Z,NAFRev2,O,30.12Y
799697396,00015,79969739600015,O,2013-12-18,01,2023,,2025-12-06T04:29:07.497,true,A,O,,2013-12-18,5710,COUACH SERVICES,,,,,,,,,,,30.12Z,NAFRev2,,N,,01,2023,00015,2025-12-06T08:32:59.953,ETI,2023,,,,,RUE,DE L'YSER,33470,GUJAN-MESTRAS,,33199,,,331990850_B,377529.67516113404,6401876.691904845,A,,,,,30.12Z,NAFRev2,N,30.12Y
799898481,00012,79989848100012,O,2014-02-01,NN,,4322AZ,2025-12-05T20:42:51.333,true,A,O,,2014-02-01,1000,,,M,MITACHE,,AZZIDINE,,,,AZZIDINE,,33.15Z,NAFRev2,,,,NN,,00012,2025-12-06T09:32:51.169,PME,2023,,28,,,RUE,DUGUAY TROUIN,33140,VILLENAVE-D'ORNON,,33550,,,335500345_B,416342.7548663644,6413092.231349628,A,,,,,33.15Z,NAFRev2,N,33.15Y
801128976,00017,80112897600017,O,2014-03-01,NN,,,2025-12-05T20:51:25.88,true,A,O,,2014-03-01,1000,,,M,FROUIN,,PATRICE,,,,PATRICE,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T06:48:40.365,PME,2023,,1,,,,CAMENAIL NORD,33350,FLAUJAGUES,,33168,,,,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
801392507,00027,80139250700027,O,2017-03-30,NN,,3315ZZ,2025-12-06T01:09:30.231,true,A,O,,2014-04-01,1000,,,M,FREUND,,FREDERIC,WILLIAM,,,FREDERIC,,33.15Z,NAFRev2,,,,NN,,00027,2025-12-06T06:11:37.231,PME,2023,,24,,,AVENUE,DES ROUGES GORGES,33740,ARES,,33011,,,330110881_B,373415.41580687015,6415952.672505475,A,HORS BORD SERVICES,,,,33.15Z,NAFRev2,N,33.15Y
802293258,00017,80229325800017,O,2014-05-13,NN,,,2025-12-06T01:07:04.218,true,A,O,,2014-05-13,1000,,,M,MAROT,,CHARLES,,,,CHARLES,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T08:50:25.455,PME,2023,,1,,,CHEMIN,DE LAFLOSQUE,33360,LIGNAN-DE-BORDEAUX,,33245,,,332450800_B,428544.4611825859,6416089.749082832,A,,,,,33.15Z,NAFRev2,N,33.15Y
803839851,00018,80383985100018,O,2014-06-01,NN,,3315ZZ,2025-12-05T19:43:56.605,true,A,O,,2014-06-01,1000,,,M,GRAVES,,FREDERIC,PHILIPPE,,,FREDERIC,,33.15Z,NAFRev2,,,,NN,,00018,2025-12-06T07:43:55.834,PME,2023,,6,,,RUE,MARCEL CERDAN,33160,SAINT-MEDARD-EN-JALLES,,33449,,,334490763_B,403558.1154558402,6428492.956682625,A,,,,PRESTABOATS RENOVATION,33.15Z,NAFRev2,N,33.15Y
804797785,00016,80479778500016,O,2014-09-01,NN,,3012ZZ,2025-12-05T21:58:24.982,true,A,O,,2014-09-01,1000,,,M,PREBOT,,REMY,LOUIS,GASTON,,REMY,,30.12Z,NAFRev2,,,,NN,,00016,2025-12-06T08:37:57.238,PME,2023,LOT BOIS DE SAINT YVES,6,,,RUE,DES MACREUSES,33980,AUDENGE,,33019,,,330190266_B,382729.23601745255,6407472.707349909,A,STRATOSPHERE,,,PREBOT,30.12Z,NAFRev2,N,30.12Y
808054464,00017,80805446400017,O,2014-12-04,NN,,3315ZZ,2025-12-05T19:29:51.173,true,A,O,,2014-12-04,1000,,,M,TENIOU,,ALAIN,YASMINE,,,ALAIN,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T10:54:40.358,PME,2023,,6,,,BOULEVARD,DES ARBOUSIERS,33950,LEGE-CAP-FERRET,,33236,,,33236sr8c_B,364925.6473092725,6408840.0028366735,A,,,,PRESQU'ILE NAUTIC,33.15Z,NAFRev2,N,33.15Y
809949951,00010,80994995100010,O,2015-03-01,NN,,,2025-12-05T21:19:57.332,true,A,O,,2015-03-01,1000,,,M,RECLUS,,ARNAUD,PHILIPPE,ELIE,,ARNAUD,,33.15Z,NAFRev2,,,,NN,,00010,2025-12-06T10:27:41.374,PME,2023,,6,,,ALLEE,DE LA PALOMBIERE CAZAUX,33260,LA TESTE-DE-BUCH,,33529,,,335292313_B,371057.6257664968,6390820.224600171,A,,,,,33.15Z,NAFRev2,N,33.15Y
811721174,00019,81172117400019,O,2015-06-02,NN,,,2025-12-06T04:54:31.675,true,A,O,,2015-06-02,5710,AVE,,,,,,,,,,,30.12Z,NAFRev2,,,,NN,,00019,2025-12-06T06:20:34.89,PME,2023,,4,,,RUE,DU COUVENT,33330,SAINT-EMILION,,33394,,,333940160_B,450774.40180482826,6426446.139850717,A,,,,,30.12Z,NAFRev2,O,30.12Y
811838432,00011,81183843200011,P,2015-06-15,NN,,,2025-12-06T04:09:19.639,true,A,P,,2015-06-15,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],30.12Z,NAFRev2,,,,NN,,00011,2025-12-06T06:37:18.008,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE TEICH,,33527,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],30.12Z,NAFRev2,N,30.12Y
812206340,00083,81220634000083,O,2024-08-01,NN,,,2025-12-06T05:03:30.928,true,A,O,,2015-06-23,5710,Z NAUTIC,,,,,,,,,,,30.12Z,NAFRev2,,N,,21,2023,00083,2025-12-06T05:16:41.881,ETI,2023,,,,,RUE,DE L'YSER,33470,GUJAN-MESTRAS,,33199,,,331990850_B,377529.68,6401876.69,A,,,,,30.12Z,NAFRev2,N,46.49Y
820755874,00022,82075587400022,O,2025-03-11,NN,,,2025-12-06T01:35:01.46,true,A,O,,2016-05-12,1000,,,M,LEFRANCOIS,,LOUIS,JEAN-MARC,,,LOUIS,,33.15Z,NAFRev2,,,,NN,,00022,2025-12-06T11:30:16.529,PME,2023,,2,,,PASSAGE,DES MENEAUX,33880,SAINT-CAPRAIS-DE-BORDEAUX,,33381,,,333815801_B,430205.0,6411742.1,A,,,,GOOD BOAT,33.15Z,NAFRev2,N,33.15Y
821282688,00018,82128268800018,O,2016-07-01,02,2023,3012ZZ,2025-12-05T20:00:26.205,true,A,O,,2016-07-01,5499,LACA BOAT,JLN,,,,,,,,,,30.12Z,NAFRev2,,N,,02,2023,00018,2025-12-06T11:15:23.255,PME,2023,ZA LA MEULE,22,,,RTE,DE LA BERLE,33680,LACANAU,,33214,,,,,,A,,,,,30.12Z,NAFRev2,O,30.12Y
821282688,00042,82128268800042,O,2024-01-01,NN,,,2025-12-05T19:37:06.437,false,A,O,,2016-07-01,5499,LACA BOAT,JLN,,,,,,,,,,30.12Z,NAFRev2,,N,,02,2023,00018,2025-12-06T11:15:23.255,PME,2023,,56,,,ROUTE,DU LAC,33121,CARCANS,,33097,,,330970073_B,379561.6649534078,6450026.06042647,A,,,,,30.12Z,NAFRev2,N,30.12Y
821476991,00038,82147699100038,O,2025-05-22,NN,,,2025-12-06T00:55:56.268,true,A,O,,2016-03-10,1000,,,M,CASTAGNET,,NICOLAS,,,,NICOLAS,,33.15Z,NAFRev2,,,,NN,,00038,2025-12-06T07:48:06.5,PME,2023,,45,B,,AVENUE,DE CERTES,33980,AUDENGE,,33019,,,330190126_C,,,A,MECA-MARINE 33,,,MECA-MARINE 33,33.15Z,NAFRev2,N,33.15Y
824556906,00017,82455690600017,O,2017-01-01,01,2023,3315ZZ,2025-12-06T01:40:30.423,true,A,O,,2017-01-01,5710,GERARD NAUTIQUE ARCACHON,,,,,,,,,,,33.15Z,NAFRev2,,,,01,2023,00017,2025-12-06T05:55:50.687,PME,2023,,24,B,,RUE,DE L'AMIRAL PIERRE MOULY,33120,ARCACHON,,33009,,,330090115_B,371577.58238816675,6403558.148773531,A,GERARD NAUTIQUE ARCACHON,,,,33.15Z,NAFRev2,O,33.15Y
828729277,00016,82872927700016,O,2017-04-01,NN,,3315ZZ,2025-12-05T19:42:33.347,true,A,O,,2017-04-01,1000,,,M,BODIN,,LUDOVIC,MICHEL,,,LUDOVIC,,33.15Z,NAFRev2,,,,NN,,00016,2025-12-06T11:17:56.958,PME,2023,,21,,,AV,DU DOC HENRI TEMPLIER,33950,LEGE-CAP-FERRET,,33236,,,332360566_C,,,A,,,,BASSIN LOC BOAT,33.15Z,NAFRev2,N,33.15Y
828818518,00015,82881851800015,O,2017-03-24,NN,,3012ZZ,2025-12-05T16:26:30.047,true,A,O,,2017-03-24,1000,,,M,DE CUNIAC,,LOUIS,LAURENT,MARIE,ANTOINE,LOUIS,,30.12Z,NAFRev2,,,,NN,,00015,2025-12-06T10:09:35.273,PME,2023,ZONE ARTISANALE DE LEGE,1,,,RUE,HERMIONE,33950,LEGE-CAP-FERRET,,33236,,,332360829_B,370183.8998186229,6418343.201071199,A,CHANTIER NAVAL DU CAP-FERRET,LDC CONSTRUCTION NAVALE,,CHANTIER NAVAL DU CAP-FERRET,30.12Z,NAFRev2,N,30.12Y
830246674,00014,83024667400014,O,2017-06-16,NN,,3315ZZ,2025-12-06T01:15:49.091,true,A,O,,2017-06-16,5499,EURL ATLANTIC NAVY,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00014,2025-12-06T06:18:09.649,PME,2023,LES DIVERSITES N 71,68,,,RUE,ANDRE BAC,33300,BORDEAUX,,33063,,,330630256_B,417802.83199523535,6424360.591773305,A,,,,,33.15Z,NAFRev2,N,33.15Y
831138193,00014,83113819300014,O,2017-08-01,NN,,3315ZZ,2025-12-05T15:14:06.518,true,A,O,,2017-08-01,1000,,,M,CHACON,,THOMAS,,,,THOMAS,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T08:13:45.835,PME,2023,,3,B,,ALLEE,DES LAVANDIERES,33138,LANTON,,33229,,,332290411_B,378312.12846271135,6410394.936381609,A,,,,TAUSSAT NAUTIC,33.15Z,NAFRev2,N,33.15Y
831184593,00018,83118459300018,O,2017-06-23,NN,,3012ZZ,2025-12-06T04:50:30.478,true,A,O,,2017-06-23,5710,J.C. MARINE,,,,,,,,,,,30.12Z,NAFRev2,,N,,NN,,00018,2025-12-06T05:42:53.155,PME,2023,,2,B,,AVENUE,GUTENBERG,33510,ANDERNOS-LES-BAINS,,33005,,,330050377_B,377978.7067449851,6415672.5711688595,A,J.C. MARINE,,,MARINE AUTO DISTRIBUTION,30.12Z,NAFRev2,N,30.12Y
832087290,00017,83208729000017,O,2017-09-11,NN,,3315ZZ,2025-12-05T16:20:48.863,true,A,O,,2017-09-11,5499,NAUTICSHARK,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T08:47:50.646,PME,2023,LIEU COULONQUE,808,,,RTE,"D'ARVEYRES, LIEU COULONQUE",33420,GENISSAC,,33185,,,,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
834227654,00029,83422765400029,O,2020-09-01,03,2023,3012ZZ,2025-12-05T19:35:33.632,true,A,O,,2018-01-05,5499,CHANTIER NAVAL DU CAP-FERRET,CNCF,,,,,,,,,,30.12Z,NAFRev2,,N,,03,2023,00029,2025-12-06T06:48:24.724,PME,2023,,18,,,RUE,DUCASSE,33950,LEGE-CAP-FERRET,,33236,,,332360574_B,370413.119403531,6418632.176577323,A,BATOLOCAP,,,CHANTIER NAVAL DU CAP-FERRET,30.12Z,NAFRev2,O,30.12Y
834275976,00019,83427597600019,O,2017-12-18,00,2023,,2025-12-05T20:09:42.365,true,A,O,,2017-12-18,5710,BEACHER CONCEPT II,,,,,,,,,,,30.12Z,NAFRev2,,N,,00,2023,00019,2025-12-06T08:21:46.052,PME,2023,,322,,,ALLEE,DE BORDEAUX,33470,GUJAN-MESTRAS,,33199,,,331990071_B,378076.2251360416,6400066.25592236,A,BEACHER,,,BEACHER,30.12Z,NAFRev2,N,30.12Y
834856254,00018,83485625400018,O,2018-01-08,NN,,3315ZZ,2025-12-06T01:02:31.666,true,A,O,,2018-01-08,1000,,,M,PEJAC,,JEAN SEBASTIEN,,,,JEAN SEBASTIEN,,33.15Z,NAFRev2,,,,NN,,00018,2025-12-06T08:24:13.72,PME,2023,,6,,,CHEMIN,DES PINS,33380,BIGANOS,,33051,,,330510431_B,383822.98735304555,6404135.093033606,A,,,,ESPACE BOAT,33.15Z,NAFRev2,N,33.15Y
838351716,00025,83835171600025,O,2018-12-28,01,2023,,2025-12-06T04:32:20.73,true,A,O,,2018-02-01,5710,LES ATELIERS DE L'ATLANTIQUE,,,,,,,,,,,30.12Z,NAFRev2,,N,,01,2023,00025,2025-12-06T06:07:18.495,PME,2023,,7,,,RUE,BERNARD PALISSY,33510,ANDERNOS-LES-BAINS,,33005,,,330050071_B,378216.3997194277,6415584.790381642,A,,,,LES ATELIERS DE L'ATLANTIQUE,30.12Z,NAFRev2,N,30.12Y
839271665,00011,83927166500011,O,2018-04-11,02,2023,3315ZZ,2025-12-06T03:50:30.977,true,A,O,,2018-04-11,5499,CHANTIER NAVAL TESTERIN,CNT,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00011,2025-12-06T05:26:30.117,PME,2023,,992,,,AVENUE,GUSTAVE EIFFEL,33260,LA TESTE-DE-BUCH,,33529,,,335291467_B,373152.17426513595,6398719.546729289,A,,,,CNT,33.15Z,NAFRev2,O,33.15Y
842130841,00013,84213084100013,O,2018-09-06,01,2023,3315ZZ,2025-12-05T22:18:54.291,true,A,O,,2018-09-06,5499,AIGUILLON MECA OCEAN,,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00013,2025-12-06T06:55:38.685,PME,2023,,21,,,RUE,COSTE,33120,ARCACHON,,33009,,,330090390_B,371582.7035625462,6403666.218484678,A,AIGUILLON MECA OCEAN,,,AIGUILLON MECA OCEAN,33.15Z,NAFRev2,O,33.15Y
848279824,00025,84827982400025,P,2024-09-22,NN,,,2025-12-06T01:59:21.271,true,A,P,,2019-02-11,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00025,2025-12-06T06:10:49.651,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,33063,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
848643912,00019,84864391200019,O,2019-03-01,NN,,3315ZZ,2025-12-06T02:13:45.809,true,A,O,,2019-03-01,5499,GENERATION HORS BORD,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00019,2025-12-06T09:49:16.043,PME,2023,,90,,,CHEMIN,DU CASSIEU,33950,LEGE-CAP-FERRET,,33236,,,332360405_B,371450.52442145516,6419554.451962593,A,,,,,33.15Z,NAFRev2,N,33.15Y
850503483,00016,85050348300016,O,2019-05-03,02,2023,3315ZZ,2025-12-06T01:41:44.316,true,A,O,,2019-05-03,5710,BOAT ACCESS RETAILS,,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00016,2025-12-06T05:58:15.244,PME,2023,ATELIER 11 PORT OSTREICOLE,35,,,AV,DU CDT DAVID D ALLEGRE,33510,ANDERNOS-LES-BAINS,,33005,,,330050219_C,,,A,,,,BOAT ACCESS,33.15Z,NAFRev2,O,33.15Y
853511301,00014,85351130100014,O,2019-08-01,NN,,3315ZZ,2025-12-05T15:48:54.754,true,A,O,,2019-08-01,1000,,,M,MIKOLAJCZAK,,THOMAS,,,,THOMAS,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T10:22:06.362,PME,2023,CHEMIN DES DEUX POTEAUX EST,352,,,AVENUE,DE L'ARGONNE,33700,MERIGNAC,,33281,,,332810185_B,405692.34126898105,6419615.544661406,A,,,,MK NAUTIC,33.15Z,NAFRev2,N,33.15Y
853802585,00010,85380258500010,O,2019-10-01,NN,,2811ZA,2025-12-06T02:44:01.045,true,A,O,,2019-10-01,1000,,,M,GUIBERTEAU,,STEVE,,,,STEVE,,33.15Z,NAFRev2,,,,NN,,00010,2025-12-06T09:03:19.495,PME,2023,,13,,,ALLEE,DES ECUREUILS,33470,GUJAN-MESTRAS,,33199,,,331990241_B,377277.3706568814,6399779.744291168,A,,,,MECA MOTOR CONCEPT,33.15Z,NAFRev2,N,33.15Y
879712818,00035,87971281800035,O,2025-03-03,NN,,,2025-12-05T15:23:53.31,true,A,O,,2020-01-06,5499,ITALROM YACHT,,,,,,,,,,,33.15Z,NAFRev2,,N,,12,2023,00035,2025-12-06T06:20:51.557,PME,2023,BUREAU 3,9,,,RUE,DE CONDE,33000,BORDEAUX,,33063,,,330632240_B,417733.01,6422436.38,A,,,,,33.15Z,NAFRev2,N,33.15Y
884684127,00019,88468412700019,O,2019-07-16,NN,,,2025-12-06T03:45:38.956,true,A,O,,2019-07-16,9220,ATELIER DE SAUVEGARDE DU PATRIMOINE NAVAL LOCAL,,,,,,,,,,,33.15Z,NAFRev2,W336006908,O,,NN,,00019,2025-12-06T11:26:38.091,,,CABANE,4,,,,PORT DE LA PASSERELLE,33470,GUJAN-MESTRAS,,33199,,,,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
884924812,00016,88492481200016,O,2020-07-01,02,2023,3315ZZ,2025-12-06T00:50:01.631,true,A,O,,2020-07-01,5499,MECAP - FERRET,,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00016,2025-12-06T07:38:01.671,PME,2023,,13,,,RUE,DUQUESNE,33950,LEGE-CAP-FERRET,,33236,,,332360597_B,370456.68216012354,6418797.049012437,A,,,,,33.15Z,NAFRev2,O,33.15Y
888902525,00011,88890252500011,O,2020-08-03,NN,,4520AC,2025-12-05T19:18:29.429,true,A,O,,2020-08-03,1000,,,M,MOUNIC,,LUCAS,,,,LUCAS,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T10:56:20.873,PME,2023,,82,,,AVENUE,DE LA GIRONDE,33480,MOULIS-EN-MEDOC,,33297,,,332976101_B,402278.7301220526,6446447.729544847,A,,,,EIRL MOUNIC LUCAS,33.15Z,NAFRev2,N,33.15Y
890112501,00014,89011250100014,O,2020-09-30,NN,,9529ZF,2025-12-05T19:28:18.474,true,A,O,,2020-09-30,1000,,,M,MOUNIC,,PIERRE,,,,PIERRE,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T07:35:09.287,PME,2023,,54,,,ROUTE,DU MAYNE,33480,MOULIS-EN-MEDOC,,33297,,,332978100_B,402580.1294503703,6446398.593699379,A,,,,RENOV BATEAU 33,33.15Z,NAFRev2,N,33.15Y
890295363,00018,89029536300018,O,2021-01-21,NN,,,2025-12-06T02:35:47.268,true,A,O,,2021-01-21,5499,PASSION NAUTIC ANDERNOS,PNA,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00018,2025-12-06T08:24:48.653,PME,2023,,5,,,RUE,JOSEPH CUGNOT,33510,ANDERNOS-LES-BAINS,,33005,,,330050911_B,377598.6255689642,6415534.708146351,A,PASSION NAUTIC ANDERNOS,,,PASSION NAUTIC ANDERNOS,33.15Z,NAFRev2,N,33.15Y
892273319,00012,89227331900012,O,2021-01-02,11,2023,3315ZZ,2026-01-16T13:09:51.005,true,A,O,,2021-01-02,5710,BY PAINT SERVICE,,,,,,,,,,,30.12Z,NAFRev2,,N,,11,2023,00012,2026-01-16T13:09:50.987,PME,2023,,13,,,AV,ARMAND BERAUD,33440,SAINT VINCENT DE PAUL,,33487,,,334870003_C,,,A,,,,,30.12Z,NAFRev2,N,30.12Y
892597691,00013,89259769100013,O,2021-01-05,NN,,3315ZZ,2025-12-05T15:15:32.812,true,A,O,,2021-01-05,1000,,,M,LE GOFF,,MATHIEU,GAETAN,ARNAUD,,MATHIEU,,33.15Z,NAFRev2,,,,NN,,00013,2025-12-06T07:32:37.131,PME,2023,,12,,,RUE,FLAMBEAU,33185,LE HAILLAN,,33200,,,332000478_B,410291.65520894475,6425279.583345827,A,,,,MARINE SERVICES MOBILES,33.15Z,NAFRev2,N,33.15Y
892779430,00024,89277943000024,O,2025-01-01,NN,,,2025-12-05T19:39:24.955,true,A,O,,2021-01-06,5499,SEB PLAISANCE,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00024,2025-12-06T08:37:36.665,PME,2023,LOTISSEMENT LES BRUYERES /ZAE LES BRUY,32,,,RUE,DU COMMERCE,33990,HOURTIN,,33203,,,332030048_B,382567.57,6462608.06,A,,,,SEB PLAISANCE,33.15Z,NAFRev2,N,33.15Y
893004333,00017,89300433300017,O,2021-01-11,00,2023,3315ZZ,2025-12-05T15:23:53.045,true,A,O,,2021-01-11,5710,NAVITEC,,,,,,,,,,,33.15Z,NAFRev2,,N,,00,2023,00017,2025-12-06T09:21:21.368,PME,2023,,16,,,RUE,EMILE COMBES,33150,CENON,,33119,,,331190440_B,420738.5299248309,6422683.693960081,A,,,,,33.15Z,NAFRev2,N,33.15Y
894485283,00010,89448528300010,O,2021-01-01,NN,,2369ZB,2025-12-06T04:16:08.513,true,A,O,,2021-01-01,1000,,,M,VILDEUIL,,STEVE,,,,STEVE,,33.15Z,NAFRev2,,,,NN,,00010,2025-12-06T08:18:41.91,PME,2023,RES TERRES MARINES BAT P PORTE 23,14,,,RUE,SAINT ANDRE,33470,LE TEICH,,33527,,,335270365_B,381387.94377676613,6401216.696076752,A,,,,EVAZION,33.15Z,NAFRev2,N,33.15Y
898656558,00019,89865655800019,O,2021-04-01,01,2023,3315ZZ,2025-12-06T01:39:50.645,true,A,O,,2021-04-01,5710,ADM AUTO NAUTIC,,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00019,2025-12-06T09:45:25.497,PME,2023,,3,,,AVENUE,DU GRAND CROHOT,33950,LEGE-CAP-FERRET,,33236,,,332360745_B,370750.9247379797,6418744.47014461,A,,,,,33.15Z,NAFRev2,N,33.15Y
900089616,00024,90008961600024,O,2023-07-24,NN,,,2025-12-06T02:38:02.341,true,A,O,,2021-06-03,5710,BANOGEN,,,,,,,,,,,30.11Z,NAFRev2,,N,,NN,,00024,2025-12-06T11:17:57.502,PME,2023,PAVILLON NORD PARVIS LOUIS ARMAND,,,,RUE,CHARLES DOMERCQ,33800,BORDEAUX,,33063,,,330631930_B,418970.5822715494,6420486.12506405,A,,,,BANOGEN,30.11Z,NAFRev2,N,30.11Y
900942186,00025,90094218600025,P,2024-12-01,NN,,,2025-12-05T21:20:55.069,true,A,P,,2021-03-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00025,2025-12-06T08:28:06.292,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],MIOS,,33284,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
901345686,00017,90134568600017,O,2021-07-12,02,2023,,2025-12-06T04:09:29.374,true,A,O,,2021-07-12,5499,CORDOUAN PLAISANCE SERVICES,,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00017,2025-12-06T10:55:59.397,PME,2023,,1,,,QUAI,VERTICAL DE PORT BLOC,33123,LE VERDON-SUR-MER,,33544,,,,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
